id,title,keywords,ratings,confidences,withdraw,review_lengths,abstract,comments,url,ratings_avg,ratings_std,confidence_avg,confidence_std
UQVhOVhUi4,Graph Generation with Destination-Predicting Diffusion Mixture,"['Graph Generation', 'Diffusion Model']","[6, 5, 6, 8]","[3, 2, 3, 3]",0,"[328, 364, 162, 576]","Generation of graphs is a major challenge for real-world tasks that require understanding the complex nature of their non-Euclidean structures. Although diffusion models have achieved notable success in graph generation recently, they are ill-suited for modeling the structural information of graphs since learning to denoise the noisy samples does not explicitly capture the graph topology. To tackle this limitation, we propose a novel generative framework that models the topology of graphs by predicting the destination of the diffusion process, which is the original graph that has the correct topology information, as a weighted mean of data. Specifically, we design the generative process as a mixture of diffusion processes conditioned on the endpoint in the data distribution, which drives the process toward the predicted destination, resulting in rapid convergence. We introduce new simulation-free training objectives for predicting the destination, and further discuss the advantages of our framework that can explicitly model the graph topology and exploit the inductive bias of the data. Through extensive experimental validation on general graph and 2D/3D molecule generation tasks, we show that our method outperforms previous generative models, generating graphs with correct topology with both continuous (e.g. 3D coordinates) and discrete (e.g. atom types) features.",22,https://openreview.net/forum?id=UQVhOVhUi4,6.25,1.0897247358851685,2.75,0.4330127018922193
UIGAtKp8nW,MUBen: Benchmarking the Uncertainty of Molecular Representation Models,"['Uncertainty Quantification', 'Molecular Property', 'Pre-trained Models', 'Molecular Representation Models']","[8, 5, 5, 5]","[4, 3, 5, 3]",0,"[547, 592, 750, 372]","Large molecular representation models pre-trained on massive unlabeled data have shown great success in predicting molecular properties.
  However, these models may tend to overfit the fine-tuning data, resulting in over-confident predictions on test data that fall outside of the training distribution.
  To address this issue, uncertainty quantification (UQ) methods can be used to improve the models' calibration of predictions.
  Although many UQ approaches exist, not all of them lead to improved performance.
  While some studies have included UQ to improve molecular pre-trained models, the process of selecting suitable backbone and UQ methods for reliable molecular uncertainty estimation remains underexplored.
  To address this gap, we present MUBen, which evaluates different UQ methods for state-of-the-art backbone molecular representation models to investigate their capabilities.
  By fine-tuning various backbones using different molecular descriptors as inputs with UQ methods from different categories, we critically assess the influence of architectural decisions and training strategies.
  Our study offers insights for selecting UQ for backbone models, which can facilitate research on uncertainty-critical applications in fields such as materials science and drug discovery.",24,https://openreview.net/forum?id=UIGAtKp8nW,5.75,1.299038105676658,3.75,0.82915619758885
U9XuNY9crx,Complete and continuous representations of Euclidean graphs,"['complete representation', 'Euclidean graph', 'rigid molecule', 'isometry invariant', 'continuous metric', 'structure-property relation']","[3, 8, 5, 3, 6]","[2, 3, 5, 4, 2]",1,"[361, 164, 737, 608, 390]","Euclidean graphs have unordered vertices and non-intersecting straight-line edges in any Euclidean space. The main application is for molecular graphs with vertices at atomic centers and edges representing inter-atomic bonds. Euclidean graphs are considered equivalent if they are related by isometry (any distance-preserving transformation). This paper introduces the strongest descriptors that are provably (1) invariant under any isometry, (2) complete and sufficient to reconstruct any Euclidean graph up to isometry,  (3) Lipschitz continuous so that perturbations of all vertices within their epsilon-neighborhoods change the complete invariant up to a constant multiple of epsilon in a suitable metric, and (4) computable (both invariant and metric) in a polynomial time in the number of vertices for a fixed dimension. These strongest invariants transparently explained a continuous structure-property landscape for molecular graphs from the QM9 database of 130K+ molecules.",20,https://openreview.net/forum?id=U9XuNY9crx,5.0,1.8973665961010275,3.2,1.16619037896906
Tlsdsb6l9n,Mol-Instructions - A Large-Scale Biomolecular Instruction Dataset for Large Language Models,"['instruction dataset', 'large language models', 'biomolecular studies', 'molecule', 'protein']","[6, 8, 8, 6]","[3, 4, 3, 4]",0,"[414, 185, 255, 747]","Large Language Models (LLMs), with their remarkable task-handling capabilities and innovative outputs, have catalyzed significant advancements across a spectrum of fields. However, their proficiency within specialized domains such as biomolecular studies remains limited. To address this challenge, we introduce Mol-Instructions, a comprehensive instruction dataset designed for the biomolecular domain. Mol-Instructions encompasses three key components: molecule-oriented instructions, protein-oriented instructions, and biomolecular text instructions. Each component aims to improve the understanding and prediction capabilities of LLMs concerning biomolecular features and behaviors. Through extensive instruction tuning experiments on LLMs, we demonstrate the effectiveness of Mol-Instructions in enhancing large models' performance in the intricate realm of biomolecular studies, thus fostering progress in the biomolecular research community. Mol-Instructions is publicly available for ongoing research and will undergo regular updates to enhance its applicability.",16,https://openreview.net/forum?id=Tlsdsb6l9n,7.0,1.0,3.5,0.5
SmZD7yxpPC,GlycoNMR: A Carbohydrate-Specific NMR Chemical Shift Dataset for Machine Learning Research,"['AI for science', 'Glycoscience', 'Graph Neural Network', 'Nuclear Magnetic Resonance']","[5, 6, 6]","[2, 3, 4]",0,"[266, 319, 423]","Molecular representation learning (MRL) is a powerful contribution by machine learning to chemistry as it converts molecules into numerical representations, which serves as fundamental for diverse biochemical applications, such as property prediction and drug design. While MRL has had great success with proteins and general biomolecules, it has yet to be explored for carbohydrates in the growing fields of glycoscience and glycomaterials (the study and design of carbohydrates). This under-exploration can be primarily attributed to the limited availability of comprehensive and well-curated carbohydrate-specific datasets and a lack of machine learning (ML) techniques tailored to meet the unique problems presented by carbohydrate data. Interpreting and annotating carbohydrate data is generally more complicated than protein data, and requires substantial domain knowledge. In addition, existing MRL methods were predominately optimized for proteins and small biomolecules, and may not be effective for carbohydrate applications without special modifications. To address this challenge, accelerate progress in glycoscience and glycomaterials, and enrich the data resources of the ML community, we introduce GlycoNMR. GlycoNMR contains two laboriously curated datasets with 2,609 carbohydrate structures and 211,543 annotated nuclear magnetic resonance (NMR) atomic-level chemical shifts that can be used to train ML models for precise atomic-level prediction. NMR data is one of the most appealing starting points for developing ML techniques to facilitate glycoscience and glycomaterials research, as NMR is the preeminent technique in carbohydrate structure research, and biomolecule structure is among the foremost predictors of functions and properties. We tailored a set of carbohydrate-specific features and adapted existing MRL models to effectively tackle the problem of predicting NMR shifts. For illustration, we benchmark these modified MRL models on the GlycoNMR.",13,https://openreview.net/forum?id=SmZD7yxpPC,5.666666666666667,0.4714045207910317,3.0,0.816496580927726
SMZGQu6lld,LLM-Prop: Predicting Physical And Electronic Properties of Crystalline Solids From Their Text Descriptions,"['Text embedding', 'Property prediction', 'Materials science', 'Machine learning']","[5, 3, 3]","[4, 3, 3]",0,"[349, 177, 166]","The prediction of crystal properties plays a crucial role in the crystal design process. Current methods for predicting crystal properties focus on modeling crystal structures using graph neural networks (GNNs). Although GNNs are powerful, accurately modeling the complex interactions between atoms and molecules within a crystal remains a challenge. Surprisingly, predicting crystal properties from crystal text descriptions is understudied, despite the rich information and expressiveness that text data offer. One of the main reasons is the lack of publicly available data for this task. In this paper, we develop and make public a benchmark dataset (TextEdge) that contains text descriptions of crystal structures with their properties. We then propose LLM-Prop, a method that leverages the general-purpose learning capabilities of large language models (LLMs) to predict the physical and electronic properties of crystals from their text descriptions. LLM-Prop outperforms the current state-of-the-art GNN-based crystal property predictor by about 4% on predicting band gap, 3% on classifying whether the band gap is direct or indirect, and 66% on predicting unit cell volume. LLM-Prop also outperforms a finetuned MatBERT, a domain-specific pre-trained BERT model, despite having 3 times fewer parameters. Our empirical results may highlight the current inability of GNNs to capture information pertaining to space group symmetry and Wyckoff sites for accurate crystal property prediction.",10,https://openreview.net/forum?id=SMZGQu6lld,3.6666666666666665,0.9428090415820634,3.3333333333333335,0.4714045207910317
SFCHv2G33F,Protein Language Models Enable Accurate Cryptic Ligand Binding Pocket Prediction,"['Protein Language Models', 'Protein Binding Pockets', 'Protein Binding Sites', 'Cryptic Protein Binding Pockets']","[3, 3, 3, 5]","[5, 3, 3, 4]",0,"[666, 185, 162, 519]","Accurate prediction of protein-ligand binding pockets is a critical task in protein functional analysis and small molecule pharmaceutical design.  However, the flexible and dynamic nature of proteins conceal an unknown number of potentially invaluable ""cryptic"" pockets.  Current approaches for cryptic pocket discovery rely on molecular dynamics (MD), leading to poor scalability and bias.  Even recent ML-based cryptic pocket discovery approaches require large, post-processed MD datasets to train their models.  In contrast, this work presents ``Efficient Sequence-based cryptic Pocket prediction'' (ESP) leveraging advanced Protein Language Models (PLMs), and demonstrates significant improvement in predictive efficacy compared to ML-based cryptic pocket prediction SOTA (ROCAUC 0.93 vs 0.87).  ESP achieves detection of cryptic pockets via training on readily available, non cryptic-pocket-specific data from the PDBBind dataset, rather than costly simulation and post-processing.  Further, while SOTA's predictions often include positive signal broadly distributed over a target structure, ESP produces more spatially-focused predictions which increase downstream utility.",9,https://openreview.net/forum?id=SFCHv2G33F,3.5,0.8660254037844386,3.75,0.82915619758885
S62iZf0cba,Multi-Objective Molecular Design through Learning Latent Pareto Set,"['multi-objective optimization', 'molecular design', 'Pareto set learning', 'Bayesian optimization']","[5, 3, 6]","[5, 3, 4]",0,"[324, 373, 777]","Molecular design inherently involves the optimization of multiple conflicting objectives, such as enhancing bio-activity and ensuring synthesizability. Evaluating these objectives often requires resource-intensive computations or physical experiments. Current molecular design methodologies typically approximate the Pareto set using a limited number of molecules. In this paper, we present an innovative approach, called Multi-Objective Molecular Design through Learning Latent Pareto Set (MLPS). MLPS initially utilizes an encoder-decoder model to seamlessly transform the discrete chemical space into a continuous latent space. We then employ local Bayesian optimization models to efficiently search for local optimal solutions (i.e., molecules) within predefined trust regions. Using surrogate objective values derived from these local models, we train a global Pareto set learning model to understand the mapping between direction vectors (called ``preferences'') in the objective space and the entire Pareto set in the continuous latent space. Both the global Pareto set learning model and local Bayesian optimization models collaborate to discover high-quality solutions and adapt the trust regions dynamically. Our work is the first endeavor towards learning the Pareto set for multi-objective molecular design, providing decision-makers with the capability to fine-tune their preferences and thoroughly explore the Pareto set. Experimental results demonstrate that MLPS achieves state-of-the-art performance across various multi-objective scenarios, encompassing diverse objective types and varying numbers of objectives.",19,https://openreview.net/forum?id=S62iZf0cba,4.666666666666667,1.247219128924647,4.0,0.816496580927726
S4zpk61r6G,DiffMaSIF: Score-Based Diffusion Models for Protein Surfaces,"['geometric deep learning', 'protein-protein docking', 'diffusion model', 'equivariant network', 'protein surface']","[3, 6, 5]","[4, 4, 5]",0,"[1160, 395, 359]","Predicting protein-protein complexes is one of the central challenges of computational structural biology. Inspired by recent generative machine learning (ML) techniques which have shown promise in the realms of protein docking, we introduce DiffMaSIF, a novel score-based diffusion model for rigid protein-protein docking. While existing methods rely on co-evolution learned on a residue level, this information is not sufficient for transient, weakly evolved, or newly designed interfaces. DiffMaSIF’s efficacy hinges on its surface-based molecular representation which can capture the complementarity inherent in the physical surfaces of interacting protein interfaces. We follow an end-to-end two-tier prediction schema: initially identifying contact sites on the protein surface and constraining each molecular graph to these sites, followed by an equivariant network to position the two proteins. This data reduction step enables the use of more sophisticated networks and more training steps. In addition to developing this model, we introduce new dataset splits accounting for structural leakage at the interface and thus tailored for benchmarking protein-protein interface prediction performance. Our results demonstrate that DiffMaSIF not only outperforms contemporary ML methods in rigid protein docking, but also matches traditional docking tools at considerably fewer numbers of generated decoys. Through DiffMaSIF, we pave the way for surface-centric interface prediction methods, thus advancing accurate prediction of protein interactions across a wide spectrum of difficult and novelty.",3,https://openreview.net/forum?id=S4zpk61r6G,4.666666666666667,1.247219128924647,4.333333333333333,0.4714045207910317
RemfXx7ebP,Hierarchical Data-efficient Representation Learning for Tertiary Structure-based RNA Design,['Bioinformatics'],"[3, 3, 6]","[5, 4, 4]",0,"[367, 969, 824]","While artificial intelligence has made remarkable strides in revealing the relationship between biological macromolecules' primary sequence and tertiary structure, designing RNA sequences based on specified tertiary structures remains challenging. Though existing approaches in protein design have thoroughly explored structure-to-sequence dependencies in proteins, RNA design still confronts difficulties due to structural complexity and data scarcity. Adding to the problem, direct transplantation of protein design methodologies into RNA design fails to achieve satisfactory outcomes although sharing similar structural components. In this study, we aim to systematically construct a data-driven RNA design pipeline. We crafted a large, well-curated benchmark dataset and designed a comprehensive structural modeling approach to represent the complex RNA tertiary structure. More importantly, we proposed a hierarchical data-efficient representation learning framework that learns structural representations through contrastive learning at both cluster-level and sample-level to fully leverage the limited data. By constraining data representations within a limited hyperspherical space, the intrinsic relationships between data points could be explicitly imposed. Moreover, we incorporated extracted secondary structures with base pairs as prior knowledge to facilitate the RNA design process. Extensive experiments demonstrate the effectiveness of our proposed method, providing a reliable baseline for future RNA design tasks. The source code and benchmark dataset will be released publicly.",9,https://openreview.net/forum?id=RemfXx7ebP,4.0,1.4142135623730951,4.333333333333333,0.4714045207910317
RY0yYsTxGM,Phi-Former: A Pairwise Hierarchical Approach for Compound-Protein Interaction Prediction,"['compound-protein interaction', 'graph transformer', 'hierarchy graph', 'biomolecule affinity prediction']","[1, 3, 5, 3]","[4, 4, 5, 4]",1,"[588, 228, 528, 557]","Predicting compound-protein interactions (CPIs) is critical for AI-aided drug design. Recent deep learning (DL) methods have successfully modeled molecular interactions at the atomic level, achieving both efficiency and accuracy improvements compared to traditional energy-based methods. However, these models do not always align with the chemical realities of CPIs, as molecular fragments (i.e., motifs) often participate in the interactions dominantly. In this paper, we aim to fill this gap by considering the role of motifs for CPIs. We propose a pair-wise hierarchical interaction representation learning (Phi-former) method. Phi-former represents the compound or protein hierarchically and employs a pair-wise specific pre-training framework for modeling the interactions in a more systematic way~(i.e., atom-atom, motif-motif, and atom-motif). We propose an intra-level and inter-level Phi-former pipeline for learning the pair-wise biomolecular graph representation, making learning the different interaction levels mutually beneficial. We demonstrate that Phi-former can achieve superior performance on CPI-related tasks. Furthermore, a case study indicates that our method can accurately identify the specific atoms or motifs activated in CPIs, and thus provide good model explanations that may give insights into molecular structural optimization.",4,https://openreview.net/forum?id=RY0yYsTxGM,3.0,1.4142135623730951,4.25,0.4330127018922193
RSincg5RBe,Hierarchical Graph Latent Diffusion Model for Molecule Generation,"['Hierarchical Graph Latent Diffusion', 'Molecule Generation']","[5, 3, 8, 5]","[3, 4, 4, 4]",0,"[576, 622, 314, 380]","Recently, generative models based on the diffusion process have emerged as a promising direction for automating the design of molecules. However, directly adding continuous Gaussian noise to discrete graphs leads to the problem of the final noisy data not conforming to the standard Gaussian distribution. Current graph diffusion models either corrupt discrete data through a transition matrix or relax the discrete data to continuous space for the diffusion process. These approaches not only require significant computation resources due to the inclusion of the bond type matrix but also cannot easily perform scalable conditional generation, such as adding cross-attention layers, due to the lack of embedding representations. In this paper, we first introduce the Graph Latent Diffusion Model (GLDM), a novel variant of latent diffusion models that overcomes the mismatch problem of continuous diffusion space and discrete data space. Meanwhile, the latent diffusion framework avoids the issues of computational resource consumption and lack of embeddings for conditional generation faced by current graph diffusion models. However, it only utilizes graph-level embeddings for molecule generation, losing node-level and structural information. Therefore, we further ex- tend the GLDM to the Hierarchical Graph Latent Diffusion Model (HGLDM). By including node embeddings and subgraph embeddings that contain structural in- formation, our model significantly reduces computation time compared to the cur- rent graph diffusion models. We evaluate our model on three benchmarks through unconditional generation and conditional generation tasks, which demonstrate its superior performance.",26,https://openreview.net/forum?id=RSincg5RBe,5.25,1.7853571071357126,3.75,0.4330127018922193
RIEW6M9YoV,Graph Generation with  $K^2$-trees,"['Graph generative models', 'graph neural networks']","[5, 5, 8, 8]","[3, 4, 4, 3]",0,"[266, 631, 199, 242]","Generating graphs from a target distribution is a significant challenge across many domains, including drug discovery and social network analysis. In this work, we introduce a novel graph generation method leveraging $K^2$ representation, originally designed for lossless graph compression. The $K^2$ representation enables compact generation while concurrently capturing an inherent hierarchical structure of a graph. In addition, we make contributions by (1) presenting a sequential $K^2$ representation that incorporates pruning, flattening, and tokenization processes and (2) introducing a Transformer-based architecture designed to generate the sequence by incorporating a specialized tree positional encoding scheme. Finally, we extensively evaluate our algorithm on four general and two molecular graph datasets to confirm its superiority for graph generation.",17,https://openreview.net/forum?id=RIEW6M9YoV,6.5,1.5,3.5,0.5
QQ81YsbSij,Learning Conditional Policy for Crystal Design using Offline Reinforcement Learning,"['Material discovery', 'crystal design', 'offline reinforcement learning', 'density functional theory', 'AI for science']","[5, 5, 3, 3]","[2, 2, 5, 4]",1,"[240, 190, 333, 631]","Navigating through the exponentially large chemical space to search for desirable materials is an extremely challenging task in material discovery. Recent developments in generative and geometric deep learning have shown promising results in molecule and material discovery but often lack evaluation with high-accuracy computational methods. This work aims to design novel and stable crystalline materials conditioned on a desired band gap. To achieve conditional generation, we:  1. Formulate crystal design as a sequential decision-making problem, create relevant trajectories based on high-quality materials data and use conservative Q-learning to learn a conditional policy from these trajectories. To do so, we formulate a reward function that incorporates constraints for energetic and electronic properties obtained directly from density functional theory (DFT) calculations;  2. Evaluate the generated materials from the policy using DFT calculations for both energy and band gap; 3. Compare our results to relevant baselines, including a random policy, behavioral cloning, and unconditioned policy learning. Our experiments show that our conditioned policies achieve more targeted crystal structure designs and demonstrate the capability to perform crystal structure design evaluated with accurate and computationally expensive DFT calculations.",13,https://openreview.net/forum?id=QQ81YsbSij,4.0,1.0,3.25,1.299038105676658
Pu3qMB9aKD,Form follows Function: Text-to-Text Conditional Graph Generation based on Functional Requirements,"['Generative Modelling', 'Graph Structured Data', 'Multimodal Conditional Generation', 'Molecule Generation']","[5, 5, 3, 5]","[4, 3, 4, 4]",0,"[373, 240, 229, 546]","This work focuses on the novel problem setting of generating graphs conditioned on a description of the graph's functional requirements in a downstream task. We pose the problem as a text-to-text generation problem and focus on the approach of fine-tuning a pretrained large language model (LLM) to generate graphs. We propose an inductive bias which incorporates information about the structure of the graph into the LLM's generation process by incorporating message passing layers into an LLM's architecture. To evaluate our proposed method, we design a novel set of experiments using publicly available and widely studied molecule and knowledge graph data sets. Results suggest our proposed approach generates graphs which more closely meet the requested functional requirements, outperforming baselines developed on similar tasks by a statistically significant margin.",29,https://openreview.net/forum?id=Pu3qMB9aKD,4.5,0.8660254037844386,3.75,0.4330127018922193
PiPaNgOaVP,De Novo Drug Design with Joint Transformers,"['generative model', 'joint model', 'transformer', 'molecule generation', 'drug design']","[3, 3, 5, 3]","[4, 4, 4, 4]",1,"[473, 229, 506, 742]","\emph{De novo} drug design requires generating novel molecules outside of the training data and simultaneously predicting their target properties, making it a hard task for machine learning models. To address this, we propose Joint Transformer that combines a Transformer decoder, Transformer encoder and a predictor in a joint generative model with shared weights. We show that training the model with a penalized log-likelihood objective results in simultaneously matching state-of-the-art performance in a molecule generation task and successfully predicting molecular properties of newly sampled molecules. Notably, the jointly trained model decreases the prediction error, as compared to a fine-tuned decoder-only Transformer, by $42$%. We propose a probabilistic black box optimization algorithm employing Joint Transformer for  the problem of \emph{de novo} drug design, which generates novel molecules with corresponding target properties better than in the data, outperforming other SMILES-based optimization methods.",4,https://openreview.net/forum?id=PiPaNgOaVP,3.5,0.8660254037844386,4.0,0.0
PfPnugdxup,From Molecules to Materials: Pre-training Large Generalizable Models for Atomic Property Prediction,"['atomic property prediction', 'pre-training', '3D atomic pre-training', 'graph neural networks', 'multi-task learning', 'molecules', 'materials']","[5, 8, 5, 5]","[4, 4, 4, 4]",0,"[601, 331, 145, 655]","The role of machine learning in computing atomic properties is expanding rapidly for a wide range of applications from healthcare to climate change. One important ingredient that has enabled this development is the creation of large and diverse molecular datasets. Given the extreme computational cost of these datasets, an important question moving forward is: Can we limit the need for exhaustive large dataset creation by pre-training a foundation style model over multiple chemical domains to generate transferable atomic representations for downstream fine-tuning tasks? Generalization across the entire molecular space is challenging due to the range and complexity of atomic interactions that exist. In this paper, we present Joint Multi-domain Pre-training (JMP), a robust supervised pre-training strategy that utilizes data from multiple chemical domains, $\sim$120 million examples in total. We demonstrate state-of-the-art results across many targets of the rMD17, QM9, MatBench, QMOF, SPICE, and MD22 datasets. Finally, we conduct ablations to study the impact of different components of JMP on downstream performance.",19,https://openreview.net/forum?id=PfPnugdxup,5.75,1.299038105676658,4.0,0.0
P15CHILQlg,Learning Energy Decompositions for Partial Inference of GFlowNets,"['Generative flow networks', 'reinforcement learning', 'generative models']","[8, 8, 8, 8]","[5, 5, 2, 3]",0,"[942, 750, 180, 574]","This paper studies generative flow networks (GFlowNets) to sample objects from the Boltzmann energy distribution via a sequence of actions. In particular, we focus on improving GFlowNet with partial inference: training flow functions with the evaluation of the intermediate states or transitions. To this end, the recently developed forward-looking GFlowNet reparameterizes the flow functions based on evaluating the energy of intermediate states. However, such an evaluation of intermediate energies may (i) be too expensive or impossible to evaluate and (ii) even provide misleading training signals under large energy fluctuations along the sequence of actions. To resolve this issue, we propose learning energy decompositions for GFlowNets (LED-GFN). Our main idea is to (i) decompose the energy of an object into learnable potential functions defined on state transitions and (ii) reparameterize the flow functions using the potential functions. In particular, to produce informative local credits, we propose to regularize the potential to change smoothly over the sequence of actions. It is also noteworthy that training GFlowNet with our learned potential can preserve the optimal policy. We empirically verify the superiority of LED-GFN in five problems including the generation of unstructured and maximum independent sets, molecular graphs, and RNA sequences.",17,https://openreview.net/forum?id=P15CHILQlg,8.0,0.0,3.75,1.299038105676658
Od39h4XQ3Y,Efficient Sharpness-Aware Minimization for Molecular Graph Transformer Models,"['Sharpness-Aware Minimization', 'Molecular Graph']","[6, 6, 6, 6]","[4, 5, 3, 4]",0,"[228, 477, 256, 496]","Sharpness-aware minimization (SAM) has received increasing attention in computer vision since it can effectively eliminate the sharp local minima from the training trajectory and mitigate generalization degradation. However, SAM requires two sequential gradient computations during the optimization of each step: one to obtain the perturbation gradient and the other to obtain the updating gradient. 
Compared with the base optimizer (e.g., Adam), SAM doubles the time overhead due to the additional perturbation gradient. By dissecting the theory of SAM and observing the training gradient of the molecular graph transformer, we propose a new algorithm named GraphSAM,  which reduces the training cost of SAM and improves the generalization performance of graph transformer models. 
There are two key factors that contribute to this result: (i) \textit{gradient approximation}: we use the updating gradient of the previous step to approximate the perturbation gradient at the intermediate steps smoothly (\textbf{increases efficiency}); (ii) \textit{loss landscape approximation}: we theoretically prove that the loss landscape of GraphSAM is limited to a small range centered on the expected loss of SAM (\textbf{guarantees generalization performance}). The extensive experiments on six datasets with different tasks demonstrate the superiority of GraphSAM, especially in optimizing the model update process.",13,https://openreview.net/forum?id=Od39h4XQ3Y,6.0,0.0,4.0,0.7071067811865476
NvJxTjTQtq,EGraFFBench: Evaluation of Equivariant Graph Neural Network Force Fields for Atomistic Simulations,"['Graph neural network', 'equivariant neural network', 'atomistic simulations', 'molecular dynamics']","[5, 8, 5]","[4, 4, 4]",0,"[404, 313, 585]","Equivariant graph neural networks force fields (EGraFFs) have shown great promise in modelling complex interactions in atomic systems by exploiting the graphs’ inherent symmetries. Recent works have led to a surge in the development of novel architectures that incorporate equivariance-based inductive biases alongside architectural innovations like graph transformers and message passing to model atomic interactions. However, thorough evaluations of these deploying EGraFFs for the downstream task of real-world atomistic simulations, is lacking. To this end, here we perform a systematic benchmarking of 6 EGraFF algorithms (NequIP, Allegro, BOTNet, MACE, Equiformer, TorchMDNet), with the aim of understanding their capabilities and limitations for realistic atomistic simulations. In addition to our thorough evaluation and analysis on eight existing datasets based on the benchmarking literature, we release two new benchmark datasets, propose four new metrics, and three new challenging tasks. The new datasets and tasks evaluate the performance of EGraFF to out-of-distribution data, in terms of different crystal structures, temperatures, and new molecules. Interestingly, evaluation of the EGraFF models based on dynamic simulations reveals that having a lower error on energy or force does not guarantee stable or reliable simulation or faithful replication of the atomic structures. Moreover, we find that no model clearly outperforms other models on all datasets and tasks. Importantly, we show that the performance of all the models on out-of-distribution datasets is unreliable, pointing to the need for the development of a foundation model for force fields that can be used in real-world simulations. In summary, this work establishes a rigorous framework for evaluating machine learning force fields in the context of atomic simulations and points to open research challenges within this domain.",18,https://openreview.net/forum?id=NvJxTjTQtq,6.0,1.4142135623730951,4.0,0.0
NSVtmmzeRB,Unified Generative Modeling of 3D Molecules with Bayesian Flow Networks,"['Drug Design', 'Molecule Generation', 'Deep Learning', 'Computational Biology']","[8, 8, 8, 8]","[4, 2, 4, 4]",0,"[217, 241, 540, 531]","Advanced generative model (\textit{e.g.}, diffusion model) derived from simplified continuity assumptions of data distribution, though showing promising progress, has been difficult to apply directly to geometry generation applications due to the \textit{multi-modality} and \textit{noise-sensitive} nature of molecule geometry. 
This work introduces Geometric Bayesian Flow Networks (GeoBFN), which naturally fits molecule geometry by modeling diverse modalities in the differentiable parameter space of distributions. GeoBFN maintains the SE-(3) invariant density modeling property by incorporating equivariant inter-dependency modeling on parameters of distributions and unifying the probabilistic modeling of different modalities. 
Through optimized training and sampling techniques, we demonstrate that GeoBFN achieves state-of-the-art performance on multiple 3D molecule generation benchmarks in terms of generation quality (90.87\% molecule stability in QM9 and 85.6\% atom stability in GEOM-DRUG\footnote{The scores are reported at 1k sampling steps for fair comparison, and our scores could be further improved if sampling sufficiently longer steps.}). GeoBFN can also conduct sampling with any number of steps to reach an optimal trade-off between efficiency and quality (\textit{e.g.}, 20$\times$ speedup without sacrificing performance).",24,https://openreview.net/forum?id=NSVtmmzeRB,8.0,0.0,3.5,0.8660254037844386
NSDszJ2uIV,Learning Over Molecular Conformer Ensembles: Datasets and Benchmarks,"['conformer ensembles', 'geometric learning']","[8, 5, 6]","[4, 5, 3]",0,"[208, 647, 158]","Molecular Representation Learning (MRL) has proven impactful in numerous biochemical applications such as drug discovery and enzyme design. While Graph Neural Networks (GNNs) are effective at learning molecular representations from a 2D molecular graph or a single 3D structure, existing works often overlook the flexible nature of molecules, which continuously interconvert across conformations via chemical bond rotations and minor vibrational perturbations. To better account for molecular flexibility, some recent works formulate MRL as an ensemble learning problem, focusing on explicitly learning from a set of conformer structures. However, most of these studies have limited datasets, tasks, and models. In this work, we introduce the first MoleculAR Conformer Ensemble Learning (MARCEL) benchmark to thoroughly evaluate the potential of learning on conformer ensembles and suggest promising research directions. MARCEL includes four datasets covering diverse molecule- and reaction-level properties of chemically diverse molecules including organocatalysts and transition-metal catalysts, extending beyond the scope of common GNN benchmarks that are confined to drug-like molecules. In addition, we conduct a comprehensive empirical study, which benchmarks representative 1D, 2D, and 3D molecular representation learning models, along with two strategies that explicitly incorporate conformer ensembles into 3D MRL models. Our findings reveal that direct learning from an accessible conformer space can improve performance on a variety of tasks and models.",15,https://openreview.net/forum?id=NSDszJ2uIV,6.333333333333333,1.247219128924647,4.0,0.816496580927726
NPViqdhTIi,Parameter-Free Molecular Classification and Regression with Gzip,"['cheminformatics', 'chemistry', 'language', 'compression']","[5, 3, 8, 3]","[3, 4, 4, 5]",0,"[935, 468, 968, 326]","In recent years, natural language processing approaches to machine learning, most prominently deep neural network-based transformers, have been extensively applied to molecular classification and regression tasks, including the prediction of pharmacokinetic and quantum-chemical properties. However, models based on deep neural networks generally require extensive training, large training data sets, and resource-consuming hyperparameter tuning. Recently, a low-resource and universal alternative to deep learning approaches based on Gzip compression for text classification has been proposed, which reportedly performs surprisingly well compared to large language models such as BERT, given its conceptually simplistic nature. Here, we adapt the proposed method to support multiprocessing, multi-class classification, class-weighing, and regression and apply it to classification and regression tasks on various data sets of molecules from the organic chemistry, biochemistry, drug discovery, and material science domains. We further propose converting numerical descriptors into string representations, enabling the integration of language input with domain-informed descriptors. Our results show that the method can be used to classify and predict a variety of properties of molecules, can reach the performance of large-scale chemical language models in a subset of tasks, and has the potential for application in information retrieval from large chemical databases.",4,https://openreview.net/forum?id=NPViqdhTIi,4.75,2.0463381929681126,4.0,0.7071067811865476
