id,title,keywords,ratings,confidences,withdraw,review_lengths,comments,url
X5u72wkdH3,"SYRAC: Synthesize, Rank, and Count","['unsupervised learning', 'crowd counting', 'synthetic data generation']","[5, 3, 6]","[5, 5, 5]",0,"[468, 327, 300]",14,https://openreview.net/forum?id=X5u72wkdH3
X5qi6fnnw7,Conservative World Models,"['reinforcement learning', 'world models', 'offline reinforcement learning', 'zero-shot reinforcement learning']","[3, 5, 5, 6]","[4, 3, 3, 4]",0,"[402, 495, 1767, 547]",27,https://openreview.net/forum?id=X5qi6fnnw7
X5VElAKt2s,LoRA ensembles for large language model fine-tuning,['Large language model; Deep ensemble; Calibration;'],"[5, 5, 3]","[4, 4, 4]",0,"[363, 304, 423]",9,https://openreview.net/forum?id=X5VElAKt2s
X4ATu1huMJ,Realistic Evaluation of Test-Time Adaptation: Surrogate-Based Model Selection Strategies,"['test-time adaptation', 'model selection']","[3, 3, 3, 5]","[4, 4, 4, 4]",1,"[800, 1546, 440, 278]",4,https://openreview.net/forum?id=X4ATu1huMJ
X41c4uB4k0,Training-free Multi-objective Diffusion Model for 3D Molecule Generation,"['Multi-objective Diffusion Model', '3D Molecule']","[8, 6, 6, 6]","[3, 4, 4, 2]",0,"[405, 574, 184, 71]",9,https://openreview.net/forum?id=X41c4uB4k0
X2gjYmy77l,Taming AI Bots: Controllability of Neural States in Large Language Models,"['Explainability', 'hallucination', 'controllability', 'generative language models']","[5, 1, 5, 5]","[2, 4, 4, 3]",0,"[559, 191, 930, 426]",13,https://openreview.net/forum?id=X2gjYmy77l
X1p0eNzTGH,How the Level Sampling Process impacts Zero-Shot Generalisation in Deep Reinforcement Learning,"['Deep Reinforcement Learning', 'Zero-Shot Generalisation', 'Unsupervised Environment Design', 'Deep Generative Models', 'Mutual Information', 'Distributional Shift']","[6, 3, 8]","[3, 3, 4]",0,"[533, 977, 433]",7,https://openreview.net/forum?id=X1p0eNzTGH
X1lDOv09hG,High variance score function estimates help diffusion models generalize,"['generative modeling', 'score-based modeling', 'score matching', 'generalization', 'diffusion', 'theory']","[5, 5, 3, 3]","[4, 4, 4, 3]",0,"[236, 225, 731, 536]",13,https://openreview.net/forum?id=X1lDOv09hG
X1StGoeR8d,AMMD: Attentive Maximum Mean Discrepancy for Few-Shot Image Classification,['few-shot learning; metric learning; meta-learning'],"[5, 3, 5, 5]","[5, 5, 5, 4]",1,"[459, 415, 260, 366]",4,https://openreview.net/forum?id=X1StGoeR8d
X0fDR10B7c,Predictive Coding beyond Correlations,"['Cognitive Science', 'Bayesian Networks', 'Predictive Coding']","[5, 6, 5, 3]","[3, 3, 4, 3]",0,"[350, 255, 776, 441]",11,https://openreview.net/forum?id=X0fDR10B7c
Wz2fUy36x1,Pruning-as-Reconstruct: Masked Autoencoders are Efficient Importance Indicators,"['Network Pruning', 'Deep Neural Networks', 'Masked Autoencoder', 'Reconstruction']","[3, 3, 5, 5]","[4, 4, 3, 5]",1,"[310, 187, 286, 350]",4,https://openreview.net/forum?id=Wz2fUy36x1
WyEdX2R4er,Visual Data-Type Understanding does not emerge from scaling Vision-Language Models,"['Data-Type Understanding', 'Vision-Language Models', 'Scaling']","[8, 8, 8]","[4, 3, 4]",0,"[759, 391, 267]",12,https://openreview.net/forum?id=WyEdX2R4er
Wxyyc2vvGd,CL-Calib: Enhancing Post-training Quantization Calibration through Contrastive Learning,['network compression'],"[3, 5, 6, 5]","[3, 4, 5, 1]",1,"[383, 320, 212, 354]",4,https://openreview.net/forum?id=Wxyyc2vvGd
Wx97sznZwB,CLIP-Guided Reinforcement Learning for Open-Vocabulary Tasks,"['open-vocabulary', 'reinforcement learning']","[6, 5, 8, 5, 6]","[4, 4, 4, 5, 3]",0,"[535, 997, 856, 560, 538]",28,https://openreview.net/forum?id=Wx97sznZwB
WwCirclMvl,Posterior Sampling via Langevin Monte Carlo for Offline Reinforcement Learning,"['reinforcement learning', 'offline RL', 'posterior sampling']","[6, 5, 6]","[4, 4, 3]",0,"[251, 112, 257]",9,https://openreview.net/forum?id=WwCirclMvl
Ww9rWUAcdo,Theoretical Understanding of Learning from Adversarial Perturbations,"['Adversarial Perturbations', 'Adversarial Examples', 'Adversarial Attacks', 'Non-Robust Features']","[6, 5, 6, 5]","[4, 3, 3, 3]",0,"[629, 610, 282, 702]",15,https://openreview.net/forum?id=Ww9rWUAcdo
WvVyG8qBCt,DPFormer: Learning Differentially Private Transformer on Long-Tailed Data,['Differential privacy; Transformer; Recommendation Systems'],"[6, 5, 6, 3]","[4, 3, 4, 3]",0,"[790, 260, 387, 536]",10,https://openreview.net/forum?id=WvVyG8qBCt
WvFoJccpo8,QA-LoRA: Quantization-Aware Low-Rank Adaptation of Large Language Models,"['Large Language Models', 'Quantization', 'LoRA', 'Instruct Fine-tuning']","[6, 8, 5]","[4, 4, 4]",0,"[250, 190, 417]",9,https://openreview.net/forum?id=WvFoJccpo8
Wure6HljpJ,CoSDA: Continual Source-Free Domain Adaptation,"['Source-Free Domain Adaptation', 'Continual Learning', 'Catastrophic Forgetting']","[3, 5, 3, 5, 3, 3]","[5, 4, 5, 5, 4, 4]",0,"[424, 485, 626, 334, 649, 357]",16,https://openreview.net/forum?id=Wure6HljpJ
WtNgFrPn8y,Safe Online Bid Optimization with Return On Investment and Budget Constraints,"['advertising', 'online learning']","[3, 5, 3, 6]","[3, 2, 3, 3]",0,"[444, 370, 585, 296]",4,https://openreview.net/forum?id=WtNgFrPn8y
WtHKqtHVXo,Generating Robot Policy Code for High-Precision and Contact-Rich Manipulation Tasks,"['contact rich manipulation', 'language models as planners']","[5, 5, 5, 1]","[5, 4, 4, 4]",0,"[566, 419, 611, 326]",14,https://openreview.net/forum?id=WtHKqtHVXo
Wsab3NhIwC,Resource Efficient Self-Supervised Learning for Speech Embeddings,"['SSL', 'Speech Processing']","[3, 6, 6, 5]","[4, 4, 3, 4]",0,"[470, 235, 462, 344]",8,https://openreview.net/forum?id=Wsab3NhIwC
WsRHpHH4s0,Harnessing Overlap in Blockwise Transformers for Near-Infinite Context,"['Language Model', 'Long Context Modeling', 'Reinforcement Learning', 'Unsupervised Reinforcement Learning']","[5, 8, 3, 6]","[4, 3, 5, 4]",0,"[634, 309, 493, 238]",13,https://openreview.net/forum?id=WsRHpHH4s0
WsIDPBcnCN,Plasticity-Driven Sparsity Training for Deep Reinforcement Learning,"['Reinforcement Learning', 'Sparse Training', 'Network Plasticity']","[5, 3, 3, 3]","[4, 4, 5, 3]",0,"[334, 455, 1287, 681]",15,https://openreview.net/forum?id=WsIDPBcnCN
WsHaBoucSG,Emergent Language based Dialog for Collaborative Multi-agent Navigation,['emergent communication'],"[5, 6, 5, 5]","[2, 4, 3, 3]",0,"[208, 787, 314, 181]",11,https://openreview.net/forum?id=WsHaBoucSG
WroPkTLiAJ,FedLPA: Personalized One-shot Federated Learning with Layer-Wise Posterior Aggregation,['Federated Learning'],"[5, 6, 3, 5, 5]","[3, 3, 5, 3, 3]",0,"[371, 324, 1072, 434, 277]",29,https://openreview.net/forum?id=WroPkTLiAJ
WrEFIbrVg9,Non-asymptotic Analysis of Stochastic Gradient Descent under Local Differential Privacy Guarantee,['Differential Privacy; Stochastic Gradient Descent; Non-asymptotic Analysis'],"[6, 3, 3, 3]","[3, 5, 4, 3]",0,"[461, 429, 314, 338]",11,https://openreview.net/forum?id=WrEFIbrVg9
WrBxRtGNLH,On Convergence Rates of Deep Nonparametric Regression under Covariate Shift,"['nonparametric regression', 'covariate shift', 'importance weighting', 'deep learning']","[5, 6, 3]","[3, 3, 3]",1,"[281, 209, 242]",3,https://openreview.net/forum?id=WrBxRtGNLH
WqsYs05Ri7,Estimation of Concept Explanations Should be Uncertainty Aware,"['concept explanations', 'interpretability', 'trustworthy machine learning', 'probabilistic methods']","[3, 6, 5, 6, 6]","[4, 3, 4, 4, 3]",0,"[709, 341, 1186, 723, 509]",23,https://openreview.net/forum?id=WqsYs05Ri7
WqovbCMrOp,On the Recoverability of Causal Relations from Temporally Aggregated I.I.D Data,"['Causality', 'Causal Discovery', 'Temporal Aggregation', 'Causal Frequency', 'Vector Autoregressive Model', 'Time Series']","[6, 6, 6, 6, 5]","[3, 4, 3, 4, 4]",0,"[241, 835, 496, 347, 211]",26,https://openreview.net/forum?id=WqovbCMrOp
WqeRtP2T3R,Embracing Diversity: Zero-shot Classification Beyond a Single Vector per Class,"['zero shot', 'classification', 'vision language models', 'fairness']","[5, 6, 3]","[4, 3, 4]",0,"[286, 233, 969]",15,https://openreview.net/forum?id=WqeRtP2T3R
WpQbM1kBuy,Prodigy: An Expeditiously Adaptive Parameter-Free Learner,"['optimization', 'adaptive methods', 'AdaGrad']","[1, 6, 5, 5]","[5, 4, 3, 2]",0,"[1297, 449, 1119, 410]",12,https://openreview.net/forum?id=WpQbM1kBuy
WpMHBIYsUf,Homeomorphic Model Transformation for Boosting Performance and Efficiency in Object Detection Networks,"['Objection Detection', 'Model Transfer', 'Transfer Learning', 'Homeomorphic Model Transformation']","[3, 3, 6, 8]","[4, 5, 4, 4]",0,"[479, 184, 223, 171]",10,https://openreview.net/forum?id=WpMHBIYsUf
WoP9veDwUp,Variance-Reduced Meta-Learning via Laplace Approximation,"['meta-learning', 'multi-task learning', 'few-shot learning']","[5, 5, 5, 6]","[3, 4, 4, 3]",0,"[132, 305, 1257, 285]",11,https://openreview.net/forum?id=WoP9veDwUp
WnqD3EiylC,The Representation Jensen-Shannon Divergence,"['Statistical Divergence', 'Kernel methods', 'Two sample testing']","[5, 6, 5, 6, 3]","[3, 3, 4, 3, 4]",0,"[488, 1010, 583, 316, 1228]",17,https://openreview.net/forum?id=WnqD3EiylC
WnEnU2K3Rb,Beyond the Benchmark: Detecting Diverse Anomalies in Videos,"['Computer Vision', 'Video Anomaly Detection', 'General Video Anomaly Detection', 'Multi-Frame Video Anomaly Detection', 'VAD', 'MFAD', 'Video Anomaly Detection Datasets']","[3, 5, 3, 6]","[5, 5, 5, 4]",0,"[278, 297, 477, 441]",10,https://openreview.net/forum?id=WnEnU2K3Rb
Wn82BUF7jH,On Accelerating Diffusion-based Molecular Conformation Generation in SE(3)-invariant Space,"['graph generative model', 'molecule conformation generation', 'differential equations']","[5, 3, 3]","[4, 4, 4]",0,"[745, 380, 428]",11,https://openreview.net/forum?id=Wn82BUF7jH
WmB803HJkD,Denoising Low-Rank Data Under Distribution Shift: Double Descent and Data Augmentation,"['Denoising', 'Low Rank', 'distribution shift', 'double descent', 'overfitting', 'supervised', 'benign overfitting', 'autoencoder', 'covariate shift', 'out of distribution generalization']","[5, 5, 3]","[2, 3, 4]",1,"[614, 650, 713]",29,https://openreview.net/forum?id=WmB803HJkD
WkIsvAqoxA,Dolfin: Diffusion Layout Transformers without Autoencoder,"['Generative modeling', 'diffusion models', 'layout']","[3, 5, 3]","[4, 4, 4]",1,"[254, 219, 341]",6,https://openreview.net/forum?id=WkIsvAqoxA
WjYNFZEjc7,Head Information Bottleneck: An Evaluation Method for Transformer Head Contributions in Speech Task,"['Attribution', 'Informational Bottleneck', 'Multi-Head Attention', 'Explainable AI']","[3, 3, 8, 3]","[3, 4, 4, 3]",0,"[559, 441, 572, 808]",12,https://openreview.net/forum?id=WjYNFZEjc7
WjRPZsfeBO,A Statistical Analysis of Wasserstein Autoencoders for Intrinsically Low-dimensional Data,"['Wasserstein Autoencoders', 'Statistical Analysis', 'Error rates', 'Intrinsic Dimension']","[6, 6, 6, 6]","[3, 4, 3, 4]",0,"[205, 304, 385, 438]",11,https://openreview.net/forum?id=WjRPZsfeBO
WipsLtH77t,Adaptive Self-training Framework for Fine-grained Scene Graph Generation,"['Scene Graph Generation', 'Scene Understanding', 'Imbalanced Classification', 'Self-training', 'Long-tailed Problem']","[5, 8, 6]","[4, 5, 3]",0,"[212, 493, 173]",10,https://openreview.net/forum?id=WipsLtH77t
WhgB5sispV,Real-time Photorealistic Dynamic Scene Representation and Rendering with 4D Gaussian Splatting,"['Novel-view synthesis for dynamic scenes', '4D Gaussian', 'point-based rendering']","[6, 6, 8]","[3, 4, 5]",0,"[444, 332, 493]",8,https://openreview.net/forum?id=WhgB5sispV
WhZoCLRWYJ,Light Schrödinger Bridge,"['Schrödinger Bridge', 'Optimal transport', 'Entropy regularized OT', 'Unpaired Learning']","[8, 5, 5, 8, 8]","[4, 3, 4, 1, 3]",0,"[250, 975, 573, 252, 520]",18,https://openreview.net/forum?id=WhZoCLRWYJ
Wgb8tuu5BI,Decoupling Intrinsic and Measurement Trends: A Crucial Consideration in Time Series Causal Discovery,"['Time trend', 'measurement error', 'data preprocessing']","[5, 3, 3]","[3, 4, 4]",0,"[203, 623, 346]",3,https://openreview.net/forum?id=Wgb8tuu5BI
Wg3kLZ6pII,Observation-Guided Diffusion Probabilistic Models,['diffusion model'],"[3, 3, 5]","[4, 3, 4]",1,"[552, 318, 148]",7,https://openreview.net/forum?id=Wg3kLZ6pII
Wfoiy6dIEk,Multi-Instance Learning Based Anomaly Detection Method for Sequence Data with Application to the Credit Card Delinquency Risk Control,"['Anomaly Detection', 'Complex Sequential Data Analysis', 'Credit Card Delinquency Risk Control', 'Multi-Instance Learning']","[3, 5, 6, 3]","[4, 5, 5, 3]",0,"[159, 522, 166, 256]",11,https://openreview.net/forum?id=Wfoiy6dIEk
WfjJOEfAf7,Information Flow in Self-Supervised Learning,"['self-supervised learning', 'contrastive learning', 'non-contrastive learning', 'representation learning', 'information theory']","[5, 5, 6, 8]","[3, 4, 3, 3]",0,"[264, 771, 528, 288]",22,https://openreview.net/forum?id=WfjJOEfAf7
Wfe8o9RnnX,A Generative Augmentation Framework for Contrastive Learning,"['Generative Modeling', 'Contrastive Learning', 'Self-Supervised Learning', 'Computer Vision', 'Generative Adversarial Networks', 'Transformers', 'Image Augmentation']","[3, 5, 3, 3, 5]","[4, 4, 4, 4, 3]",1,"[195, 363, 920, 240, 360]",5,https://openreview.net/forum?id=Wfe8o9RnnX
WesY0H9ghM,Uni-RLHF: Universal Platform and Benchmark Suite for Reinforcement Learning with Diverse Human Feedback,"['RLHF', 'Diverse Human Feedback', 'Reinforcement Learning']","[5, 6, 8]","[2, 3, 3]",0,"[312, 234, 1148]",11,https://openreview.net/forum?id=WesY0H9ghM
WepT31bvcr,On Compositional Generalization in Language Models,"['Language model', 'Logic', 'Compositionality']","[3, 3, 6, 3]","[4, 3, 4, 4]",1,"[221, 451, 167, 918]",4,https://openreview.net/forum?id=WepT31bvcr
We6kIyBOMp,Delayed Spiking Neural Network and Exponential Time Dependent Plasticity Algorithm,['Spiking Neural Network; supervised learning; delay; biological plausibility; time-dependent plasticity'],"[3, 3, 5]","[4, 4, 3]",0,"[299, 542, 468]",6,https://openreview.net/forum?id=We6kIyBOMp
WdvT2UgsTK,Enhancing the Cross-Size Generalization for Solving Vehicle Routing Problems via Continual Learning,"['Vehicle routing problem', 'generalization', 'continual learning']","[6, 5, 6]","[2, 4, 4]",0,"[133, 231, 523]",15,https://openreview.net/forum?id=WdvT2UgsTK
WdhtdjoaVw,Functional Wasserstein Bridge Inference for Bayesian Deep Learning,"['Functional Variational Inference', 'Bayesian Deep Learning', 'Wasserstein Distance']","[3, 6, 6, 6, 3]","[4, 3, 4, 3, 3]",0,"[640, 365, 383, 918, 662]",16,https://openreview.net/forum?id=WdhtdjoaVw
WdWGe88RdX,Bootstrapping Audio-Visual Segmentation by Strengthening Audio Cues,"['audio-visual segmentation', 'multi-modality interaction']","[3, 6, 6, 6]","[4, 3, 4, 4]",0,"[567, 325, 181, 385]",20,https://openreview.net/forum?id=WdWGe88RdX
Wd47f7HEXg,Quasi-Monte Carlo for 3D Sliced Wasserstein,"['Sliced Wasserstein', 'Monte Carlo Methods', 'Point-Cloud', 'Quasi-Monte Carlo', 'Optimal Transport']","[8, 8, 6, 8]","[4, 3, 3, 4]",0,"[351, 415, 577, 250]",15,https://openreview.net/forum?id=Wd47f7HEXg
WcSofkUVge,Utility-based Adaptive Teaching Strategies using Bayesian Theory of Mind,"['Theory of Mind', 'Bayesian Inference', 'Teaching by Demonstration']","[5, 5, 5, 1, 3]","[4, 3, 4, 5, 2]",0,"[466, 681, 337, 731, 367]",19,https://openreview.net/forum?id=WcSofkUVge
WcOohbsF4H,Guiding Masked Representation Learning to Capture Spatio-Temporal Relationship of Electrocardiogram,"['Electrocardiogram', 'ECG', 'Cardiac signal', 'Biosignal', 'Self-supervised learning', 'Masked auto-encoder', 'Representation learning']","[8, 6, 6, 8]","[5, 3, 4, 4]",0,"[249, 343, 508, 679]",21,https://openreview.net/forum?id=WcOohbsF4H
WbWtOYIzIK,Knowledge Card: Filling LLMs' Knowledge Gaps with Plug-in Specialized Language Models,"['large language models', 'black-box language models', 'modular and collaborative knowledge']","[8, 8, 8]","[3, 3, 2]",0,"[213, 219, 396]",12,https://openreview.net/forum?id=WbWtOYIzIK
WbR415lO2L,Large Language Models can be Guided to Evade AI-generated Text Detection,"['AI-content detection', 'in-context learning']","[5, 5, 6, 5]","[4, 3, 4, 5]",0,"[400, 247, 303, 472]",21,https://openreview.net/forum?id=WbR415lO2L
WaAceago4p,Easing Non-IID Pain with Dual Relaxations in Federated Learning: SimFAFL redeems an enhanced efficacy,"['Federated learning', 'Non-iid', 'feature alignment']","[6, 5, 3, 3]","[3, 4, 3, 4]",1,"[308, 257, 424, 331]",4,https://openreview.net/forum?id=WaAceago4p
Wa6Ebn4AYL,Big Learning,"['Foundation models', 'generative modeling', 'big learning', 'generative adversarial nets']","[5, 5, 5, 6]","[3, 4, 4, 4]",0,"[455, 269, 229, 196]",16,https://openreview.net/forum?id=Wa6Ebn4AYL
WZu4gUGN13,Latent Intuitive Physics: Learning to Transfer Hidden Physics from a 3D Video,"['Intuitive physics', 'inverse graphics', 'particle-based fluid simulation', 'neural rendering']","[6, 6, 6, 8]","[4, 1, 3, 3]",0,"[234, 330, 201, 324]",12,https://openreview.net/forum?id=WZu4gUGN13
WZfatbNdLV,Generative modeling for RNA splicing code predictions and design,"['RNA Splicing', 'Computational Biology', 'Transformers', 'Deep Learning', 'Bayesian Optimization', 'RNA Design']","[5, 6, 6, 5]","[5, 4, 4, 4]",0,"[686, 539, 304, 1552]",16,https://openreview.net/forum?id=WZfatbNdLV
WZ6NY4JfFX,Revisiting the Role of Language Priors in Vision-Language Models,"['Vision-Language Models', 'Visio-Linguistic Compositionality', 'Cross-Modal Retrieval', 'Computer Vision', 'Natural Language Processing']","[5, 8, 5, 5]","[3, 5, 4, 3]",0,"[371, 333, 583, 284]",13,https://openreview.net/forum?id=WZ6NY4JfFX
WYsLU5TEEo,Counterfactual Image Generation for adversarially robust and interpretable Classifiers,"['Deep Learning', 'Image Classification', 'Robustness', 'Explainability', 'Generative Adversarial Networks', 'Image-to-Image Translation']","[3, 3, 1, 3]","[4, 4, 4, 5]",0,"[521, 456, 429, 910]",11,https://openreview.net/forum?id=WYsLU5TEEo
WYh828Cha9,PointHR: Exploring High-Resolution Architectures for 3D Point Cloud Segmentation,"['Point Cloud', 'Semantic Segmentation', 'Hight-Resolution']","[6, 3, 3]","[5, 5, 5]",1,"[429, 264, 334]",3,https://openreview.net/forum?id=WYh828Cha9
WYEEWScbaM,Communication-Efficient Federated Learning via Gradient Distillation,"['Federated Learning', 'Edge Intelligence']","[3, 3, 3]","[4, 4, 5]",0,"[635, 595, 757]",3,https://openreview.net/forum?id=WYEEWScbaM
WXXuORQwbQ,Sparse Mask Representation for Human-Scene Interaction,"['Human-scene Interaction', 'Scene Synthesis']","[3, 5, 6, 6]","[4, 3, 4, 2]",0,"[269, 189, 250, 159]",17,https://openreview.net/forum?id=WXXuORQwbQ
WX9cd9iII4,Fair Off-Policy Learning from Observational Data,"['Causal machine learning', 'off-policy learning', 'fairness']","[6, 5, 8, 5]","[4, 3, 3, 4]",0,"[1116, 391, 238, 648]",16,https://openreview.net/forum?id=WX9cd9iII4
WWlxFtR5sV,An operator preconditioning perspective on training in physics-informed machine learning,"['physics-informed machine learning', 'operator preconditioning', 'deep learning', 'neural network training']","[5, 6, 5, 6, 8, 8]","[5, 4, 3, 3, 4, 3]",0,"[344, 1443, 585, 450, 183, 515]",32,https://openreview.net/forum?id=WWlxFtR5sV
WVeUAbjx9p,Optimal Noise Pursuit for Augmenting Text-to-Video Generation,['text-to-video generation；cross modal generation；diffusion model'],"[3, 5, 5, 5]","[5, 3, 3, 5]",1,"[468, 347, 363, 290]",4,https://openreview.net/forum?id=WVeUAbjx9p
WVIq7jYIda,Manifold Kernel Rank Reduced Regression,"['Reproducing kernel hilbert space', 'Manifold kernel reduced rank regression', 'Shape analysis', 'Mandibular point cloud reconstruction']","[3, 3, 3, 3]","[3, 3, 4, 3]",0,"[428, 166, 137, 367]",4,https://openreview.net/forum?id=WVIq7jYIda
WToVTopVcY,"WHICH RESTRAINS FEW-SHOT CLASS-INCREMENTAL LEARNING, FORGETTING OR FEW-SHOT LEARNING?","['Few-shot class incremental learning', 'catastrophic forgetting']","[3, 3, 6]","[5, 5, 3]",1,"[782, 195, 439]",3,https://openreview.net/forum?id=WToVTopVcY
WTh6EnJXWQ,DeepROCK: Error-controlled interaction detection in deep neural networks,"['Interpretable AI', 'Explainable AI', 'interaction detection', 'FDR', 'reproducibility']","[6, 3, 6]","[3, 2, 3]",0,"[209, 350, 232]",6,https://openreview.net/forum?id=WTh6EnJXWQ
WTJv0L5QLX,A Geometric Perspective on Diffusion Models,['diffusion models; denoising trajectory; mean shift; score matching; differential equations'],"[3, 3, 3, 5]","[4, 5, 2, 3]",1,"[1051, 833, 258, 388]",5,https://openreview.net/forum?id=WTJv0L5QLX
WTFN4gxLQN,Mask and Restore: Blind Backdoor Defense at Test Time with Masked Autoencoder,"['Backdoor defense', 'Test-time defense', 'Black-box model']","[5, 3, 3]","[4, 4, 3]",0,"[398, 209, 246]",10,https://openreview.net/forum?id=WTFN4gxLQN
WSzRdcOkEx,GREAT Score: Global Robustness Evaluation of Adversarial Perturbation using Generative Models,['Adversarial Robustness'],"[3, 5, 6, 6]","[4, 3, 2, 3]",0,"[327, 273, 694, 440]",18,https://openreview.net/forum?id=WSzRdcOkEx
WSsP7W8tqN,Grokking Tickets: Lottery Tickets Accelerate Grokking,"['grokking', 'lottery ticket hypothesis', 'weight norm', 'pruning', 'generalization']","[3, 3, 3, 6, 6]","[4, 4, 4, 2, 4]",0,"[350, 666, 323, 365, 342]",22,https://openreview.net/forum?id=WSsP7W8tqN
WS7GuBDFa2,Learning to Embed Time Series Patches Independently,"['self-supervised learning', 'masked time-series modeling', 'contrastive learning']","[5, 8, 6, 6]","[2, 4, 2, 3]",0,"[416, 659, 233, 231]",10,https://openreview.net/forum?id=WS7GuBDFa2
WRxCuhTMB2,Experimental methodology to evaluate the effectiveness of uncertainty disentanglement on regression models,['Machine learning; Uncertainty quantification; Uncertainty decomposition; benchmark; Regression'],"[1, 1, 3]","[5, 4, 4]",0,"[595, 363, 240]",7,https://openreview.net/forum?id=WRxCuhTMB2
WReszdNNdP,BOWLL: A DECEPTIVELY SIMPLE OPEN WORLD LIFELONG LEARNER,"['Open World Learning', 'Lifelong Learning', 'Continual Learning', 'Active Learning', 'Benchmark Baseline']","[5, 5, 5, 6]","[4, 4, 3, 4]",0,"[383, 160, 298, 268]",12,https://openreview.net/forum?id=WReszdNNdP
WR9M6AA4LT,Fit Like You Sample: Sample-Efficient Generalized Score Matching from Fast Mixing Diffusions,"['theory', 'score matching', 'annealing', 'sample complexity', 'SDE', 'Markov chain']","[5, 5, 8]","[2, 2, 3]",0,"[123, 596, 355]",10,https://openreview.net/forum?id=WR9M6AA4LT
WQwV7Y8qwa,Modeling state-dependent communication between brain regions with switching nonlinear dynamical systems,"['neuroscience', 'neural dynamics', 'dynamical systems', 'decision making']","[5, 6, 6, 6, 6]","[4, 4, 4, 4, 4]",0,"[473, 372, 376, 999, 402]",17,https://openreview.net/forum?id=WQwV7Y8qwa
WQYHbr36Fo,Mind Your Augmentation: The Key to Decoupling Dense Self-Supervised Learning,"['Dense Self-supervised Learning', 'representation learning']","[6, 8, 6]","[3, 2, 4]",0,"[738, 220, 501]",16,https://openreview.net/forum?id=WQYHbr36Fo
WQ6rnDriHj,Unifying Diverse Decision-Making Scenarios with Learned Discrete Actions,"['Reinforcement Learning', 'DeepRL', 'Representation Learning', 'Action Discretization']","[5, 6, 3, 5]","[3, 2, 5, 4]",0,"[368, 294, 1066, 812]",18,https://openreview.net/forum?id=WQ6rnDriHj
WPZ2yPag4K,Fine-Tuning Language Models for Factuality,"['factuality', 'hallucination', 'language model', 'dpo']","[6, 6, 5, 6]","[4, 4, 4, 3]",0,"[639, 393, 405, 144]",13,https://openreview.net/forum?id=WPZ2yPag4K
WOiOzHG2zD,TextField3D: Towards Enhancing Open-Vocabulary 3D Generation with Noisy Text Fields,"['3D Open Vocabulary', 'Conditional Generation']","[6, 6, 8]","[4, 5, 3]",0,"[470, 776, 354]",14,https://openreview.net/forum?id=WOiOzHG2zD
WO4BCqEyWc,Augmentation-aware Self-Supervised Learning with Conditioned Projector,"['self-supervised learning', 'contrastive learning', 'conditional computation', 'augmentation', 'computer vision', 'projector', 'simclr', 'simsiam', 'moco', 'barlow twins']","[5, 6, 6, 3]","[4, 4, 4, 5]",0,"[563, 602, 487, 396]",19,https://openreview.net/forum?id=WO4BCqEyWc
WNzy9bRDvG,Improved Techniques for Training Consistency Models,"['Consistency Models', 'Consistency Training', 'Diffusion Models', 'Score-Based Generative Models', 'Score-Based Diffusion Models', 'Distillation']","[8, 8, 6, 6]","[4, 4, 4, 4]",0,"[564, 368, 568, 597]",12,https://openreview.net/forum?id=WNzy9bRDvG
WNxlJJIEVj,Contrastive Diffuser: Planning Towards High Return States via Contrastive Learning,['Offline Reinforcement Learning;  Diffusion Model; Contrastive Learning'],"[5, 3, 3, 1]","[3, 3, 5, 3]",0,"[226, 323, 422, 345]",25,https://openreview.net/forum?id=WNxlJJIEVj
WNkW0cOwiz,Lipschitz Singularities in Diffusion Models,"['Image Generation', 'Generative models', 'Diffusion models']","[6, 8, 8, 8]","[4, 4, 3, 3]",0,"[220, 466, 161, 473]",18,https://openreview.net/forum?id=WNkW0cOwiz
WNSjteBJd9,Who Leaked the Model? Tracking IP Infringers in Accountable Federated Learning,"['federated learning', 'watermarking', 'robustness']","[8, 3, 5]","[3, 3, 5]",0,"[336, 932, 333]",14,https://openreview.net/forum?id=WNSjteBJd9
WNQjN5HzXt,AUGCAL: Improving Sim2Real Adaptation by Uncertainty Calibration on Augmented Synthetic Images,"['Unsupervised Domain Adaptation', 'Sim2Real']","[8, 6, 6]","[4, 4, 3]",0,"[409, 232, 220]",9,https://openreview.net/forum?id=WNQjN5HzXt
WNLAkjUm19,On the Role of Discrete Tokenization in Visual Representation Learning,"['Self-supervised learning', 'Masked image modeling', 'Discrete visual token']","[8, 6, 6, 8]","[2, 3, 4, 3]",0,"[808, 98, 474, 170]",17,https://openreview.net/forum?id=WNLAkjUm19
WM5G2NWSYC,Projected Subnetworks Scale Adaptation,"['adaptation', 'subnetworks']","[3, 3, 1, 1]","[4, 4, 4, 4]",0,"[328, 841, 1056, 726]",4,https://openreview.net/forum?id=WM5G2NWSYC
WLgbjzKJkk,CO-MOT: Boosting End-to-end Transformer-based Multi-Object Tracking via Coopetition Label Assignment and Shadow Sets,"['End-to-End Multi-Object Tracking', 'Transformer']","[3, 6, 8, 6]","[5, 5, 4, 2]",0,"[480, 234, 511, 280]",9,https://openreview.net/forum?id=WLgbjzKJkk
