id,title,keywords,ratings,confidences,withdraw,review_lengths,abstract,comments,url,ratings_avg,ratings_std,confidence_avg,confidence_std
dFQL7nwksh,PDC-Net: Probability Density Cloud Representations of Proteins for Mutation Effect Prediction,"['Protein-protein interaction', 'Thermodynamics', 'Geometric Deep Learning']","[5, 3, 3, 6]","[2, 3, 3, 4]",1,"[274, 416, 862, 477]","Understanding the ramifications of mutations at a protein level can have significant implications in various domains such as drug development, disease pathways, and the broader field of genomics. Despite the promise of data-driven and deep learning (DL) strategies, existing algorithms still face a significant challenge in integrating the dynamic changes of biomolecules to accurately predict protein-protein interaction binding affinity changes following mutations ($\Delta \Delta G$). Within this study, we introduce an inventive approach aimed at capturing the equilibrium fluctuations and discerning induced conformational changes at the interface, which is particularly important for forecasting mutational effects on binding. This novel technique harnesses probability density clouds (PDC) to describe the magnitude and intensity of their movement during and after the binding process and puts forth aligned networks to propagate distributions of the equilibrium of molecular systems. To fully unleash the potential of PDC-Net, we further present two physics-inspired pretraining tasks to employ the molecular dynamics (MD) simulation trajectories and the extensive collection of static crystal protein structures. Experiments demonstrate that our approach surpasses the performance of both empirical energy functions and alternative DL methods.",4,https://openreview.net/forum?id=dFQL7nwksh,4.25,1.299038105676658,3.0,0.7071067811865476
c4JNoRRNtV,CryoFormer: Continuous Heterogeneous Cryo-EM Reconstruction using Transformer-based Neural Representations,"['Neural Representation', 'Cryo-EM reconstruction', 'Structural Biology']","[3, 5, 5, 6]","[4, 5, 3, 2]",1,"[382, 566, 352, 170]","Cryo-electron microscopy (cryo-EM) allows for the high-resolution reconstruction of 3D structures of proteins and other biomolecules. Successful reconstruction of both shape and movement greatly helps understand the fundamental processes of life. However, it is still challenging to reconstruct the continuous motions of 3D structures from hundreds of thousands of noisy and randomly oriented 2D cryo-EM images. While recent advancements using Fourier domain coordinate-based neural networks show compelling results in modeling continuous 3D conformations, these methods often struggle to capture local flexible regions accurately. We propose CryoFormer, a new approach for continuous heterogeneous cryo-EM reconstruction. Our approach constructs an implicit feature volume directly in the real domain as the 3D representation. We also design a query-based deformation transformer decoder to effectively predict the density. Our approach is capable of refining pre-computed pose estimations and locating flexible regions. In experiments, our method outperforms current approaches on three public datasets (1 synthetic and 2 experimental) and a new synthetic dataset of PEDV spike protein. The code and new synthetic dataset will be released for better reproducibility of our results.",8,https://openreview.net/forum?id=c4JNoRRNtV,4.75,1.0897247358851685,3.5,1.118033988749895
bgIZDxd2bM,"Generation, Reconstruction, Representation All-in-One: A Joint Autoencoding Diffusion Model","['diffusion model', 'generative model', 'latent model']","[6, 3, 3]","[3, 4, 3]",1,"[287, 425, 400]","The vast applications of deep generative models are founded on the premise of three fundamental capabilities: generating new instances (e.g., image/text synthesis and molecule design), reconstructing inputs (e.g., data editing and restoration), and learning latent representations (e.g., structure discovery and downstream classification). Existing model families, including Variational Autoencoders (VAEs), Generative Adversarial Networks (GANs), autoregressive models, and diffusion models, generally excel in specific capabilities but fall short in others. We introduce Joint Autoencoding Diffusion (JEDI), a new generative framework that unifies all three core capabilities, offering versatile applications and strong performance in a single model. Specifically, JEDI generalizes the noising/denoising transformations (based on simple Gaussian noise) in diffusion process by introducing parameterized encoder/decoder transformations between raw data and compact representations. Crucially, the encoder/decoder parameters are learned jointly with all other diffusion model parameters under the standard probabilistic diffusion formalism. This results in a model that not only inherits the strong generation abilities of diffusion models but also enables compact data representation and faithful reconstruction. Additionally, by choosing appropriate encoder/decoder, JEDI can naturally accommodate discrete data (such as text and protein sequences) which have been difficult for diffusion models. Extensive experiments across different data modalities, including images, text, and proteins, demonstrate JEDI's general applicability to diverse tasks and strong improvement over existing specialized deep generative models.",3,https://openreview.net/forum?id=bgIZDxd2bM,4.0,1.4142135623730951,3.3333333333333335,0.4714045207910317
bM6LUC2lec,MSA Generation with Seqs2Seqs Pretraining: Advancing Protein Structure Predictions,"['Protein Language Model', 'Protein Structure Prediction']","[6, 6, 5]","[4, 3, 4]",0,"[381, 548, 445]","Deep learning, epitomized by models like AlphaFold2 \citep{jumper2021highly}, has achieved unparalleled accuracy in protein structure prediction. However, the depth of multiple sequence alignment (MSA) remains a bottleneck, especially for proteins lacking extensive homologous families. Addressing this, we present \METHODNAME{}, a self-supervised generative protein language model, pre-trained on a sequence\textbf{s}-to-sequence\textbf{s} task with an automatically constructed dataset. Equipped with protein-specific attention mechanisms, \METHODNAME{} harnesses large-scale protein databases to generate virtual, informative MSAs, enriching subpar MSAs and amplifying prediction accuracy. Our experiments with CASP14 and CASP15 benchmarks showcase marked LDDT improvements, especially for challenging sequences, enhancing both AlphaFold2 and RoseTTAFold's performance.",8,https://openreview.net/forum?id=bM6LUC2lec,5.666666666666667,0.4714045207910317,3.6666666666666665,0.4714045207910317
ZlEtXIxl3q,Contrastive losses as generalized models of global epistasis,"['Computational Biology', 'Contrastive losses', 'Protein engineering']","[3, 6, 6, 3]","[4, 3, 2, 4]",0,"[774, 336, 164, 427]","Fitness functions map large combinatorial spaces of biological sequences to properties of interest. Inferring these multimodal functions from experimental data is a central task in modern protein engineering. Global epistasis models are an effective and physically-grounded class of models for estimating fitness functions from observed data. These models assume that a sparse latent function is transformed by a monotonic nonlinearity to emit measurable fitness. Here we demonstrate that minimizing contrastive loss functions, such as the Bradley-Terry loss, is a simple and flexible technique for extracting the sparse latent function implied by global epistasis. We argue by way of a fitness-epistasis uncertainty principle that the nonlinearities in global epistasis models can produce observed fitness functions that do not admit sparse representations, and thus may be inefficient to learn from observations when using a Mean Squared Error (MSE) loss (a common practice). We show that contrastive losses are able to accurately estimate a ranking function from limited data even in regimes where MSE is ineffective. We validate the practical utility of this insight by showing contrastive loss functions result in consistently improved performance on benchmark tasks.",15,https://openreview.net/forum?id=ZlEtXIxl3q,4.5,1.5,3.25,0.82915619758885
UfBIxpTK10,The Discovery of Binding Modes Requires Rethinking Docking Generalization,"['generalization', 'molecular docking', 'protein-ligand binding', 'diffusion models', 'benchmark', 'bootstrapping', 'self-training']","[6, 5, 5, 8, 6]","[2, 4, 5, 3, 4]",0,"[66, 389, 293, 1039, 780]","Accurate blind docking has the potential to lead to new biological breakthroughs, but for this promise to be realized, it is critical that docking methods generalize well across the proteome. However, existing benchmarks fail to rigorously assess generalizability. Therefore, we develop DockGen, a new benchmark based on the ligand-binding domains of proteins, and we show that machine learning-based docking models have very weak generalization abilities even when combined with various data augmentation strategies. Instead, we propose Confidence Bootstrapping, a new training paradigm that solely relies on the interaction between a diffusion and a confidence model. Unlike previous self-training methods from other domains, we directly exploit the multi-resolution generation process of diffusion models using rollouts and confidence scores to reduce the generalization gap. We demonstrate that Confidence Bootstrapping significantly improves the ability of ML-based docking methods to dock to unseen protein classes, edging closer to accurate and generalizable blind docking methods.",15,https://openreview.net/forum?id=UfBIxpTK10,6.0,1.0954451150103321,3.6,1.019803902718557
Tlsdsb6l9n,Mol-Instructions - A Large-Scale Biomolecular Instruction Dataset for Large Language Models,"['instruction dataset', 'large language models', 'biomolecular studies', 'molecule', 'protein']","[6, 8, 8, 6]","[3, 4, 3, 4]",0,"[414, 185, 255, 747]","Large Language Models (LLMs), with their remarkable task-handling capabilities and innovative outputs, have catalyzed significant advancements across a spectrum of fields. However, their proficiency within specialized domains such as biomolecular studies remains limited. To address this challenge, we introduce Mol-Instructions, a comprehensive instruction dataset designed for the biomolecular domain. Mol-Instructions encompasses three key components: molecule-oriented instructions, protein-oriented instructions, and biomolecular text instructions. Each component aims to improve the understanding and prediction capabilities of LLMs concerning biomolecular features and behaviors. Through extensive instruction tuning experiments on LLMs, we demonstrate the effectiveness of Mol-Instructions in enhancing large models' performance in the intricate realm of biomolecular studies, thus fostering progress in the biomolecular research community. Mol-Instructions is publicly available for ongoing research and will undergo regular updates to enhance its applicability.",16,https://openreview.net/forum?id=Tlsdsb6l9n,7.0,1.0,3.5,0.5
SmZD7yxpPC,GlycoNMR: A Carbohydrate-Specific NMR Chemical Shift Dataset for Machine Learning Research,"['AI for science', 'Glycoscience', 'Graph Neural Network', 'Nuclear Magnetic Resonance']","[5, 6, 6]","[2, 3, 4]",0,"[266, 319, 423]","Molecular representation learning (MRL) is a powerful contribution by machine learning to chemistry as it converts molecules into numerical representations, which serves as fundamental for diverse biochemical applications, such as property prediction and drug design. While MRL has had great success with proteins and general biomolecules, it has yet to be explored for carbohydrates in the growing fields of glycoscience and glycomaterials (the study and design of carbohydrates). This under-exploration can be primarily attributed to the limited availability of comprehensive and well-curated carbohydrate-specific datasets and a lack of machine learning (ML) techniques tailored to meet the unique problems presented by carbohydrate data. Interpreting and annotating carbohydrate data is generally more complicated than protein data, and requires substantial domain knowledge. In addition, existing MRL methods were predominately optimized for proteins and small biomolecules, and may not be effective for carbohydrate applications without special modifications. To address this challenge, accelerate progress in glycoscience and glycomaterials, and enrich the data resources of the ML community, we introduce GlycoNMR. GlycoNMR contains two laboriously curated datasets with 2,609 carbohydrate structures and 211,543 annotated nuclear magnetic resonance (NMR) atomic-level chemical shifts that can be used to train ML models for precise atomic-level prediction. NMR data is one of the most appealing starting points for developing ML techniques to facilitate glycoscience and glycomaterials research, as NMR is the preeminent technique in carbohydrate structure research, and biomolecule structure is among the foremost predictors of functions and properties. We tailored a set of carbohydrate-specific features and adapted existing MRL models to effectively tackle the problem of predicting NMR shifts. For illustration, we benchmark these modified MRL models on the GlycoNMR.",13,https://openreview.net/forum?id=SmZD7yxpPC,5.666666666666667,0.4714045207910317,3.0,0.816496580927726
SjgfWbamtN,"MiniFold: Simple, Fast and Accurate Protein Structure Prediction","['protein', 'structure prediction', 'efficiency', 'hardware-optimization']","[3, 5, 6, 3]","[5, 3, 4, 4]",0,"[775, 178, 456, 349]","Protein structure prediction has emerged as a powerful tool for biologists and drug makers. However, the computational toll associated with state-of-the-art models, such as AlphaFold2 or ESMFold, hinders their use in large-scale applications like virtual screening or mutational scanning, where a single experiment may involve processing millions of protein sequences. In an effort to develop a more efficient model, we aimed to understand which of the complex architectural choices proposed in AlphaFold2 were essential to achieve high performance, and which could be omitted without significantly compromising accuracy. This analysis culminated in a simple, yet highly expressive architecture for protein structure prediction. Our model, MiniFold, consists of a minimal Evoformer variant, a parameter-free coordinate recovery algorithm, and a custom hardware-optimized implementation composed of newly designed GPU kernels. When compared against ESMFold, MiniFold achieves over 100x speedup and shows improved scalability to long protein sequences while conserving over 95% of the original performance, making it a promising candidate for large-scale applications.",12,https://openreview.net/forum?id=SjgfWbamtN,4.25,1.299038105676658,4.0,0.7071067811865476
SFCHv2G33F,Protein Language Models Enable Accurate Cryptic Ligand Binding Pocket Prediction,"['Protein Language Models', 'Protein Binding Pockets', 'Protein Binding Sites', 'Cryptic Protein Binding Pockets']","[3, 3, 3, 5]","[5, 3, 3, 4]",0,"[666, 185, 162, 519]","Accurate prediction of protein-ligand binding pockets is a critical task in protein functional analysis and small molecule pharmaceutical design.  However, the flexible and dynamic nature of proteins conceal an unknown number of potentially invaluable ""cryptic"" pockets.  Current approaches for cryptic pocket discovery rely on molecular dynamics (MD), leading to poor scalability and bias.  Even recent ML-based cryptic pocket discovery approaches require large, post-processed MD datasets to train their models.  In contrast, this work presents ``Efficient Sequence-based cryptic Pocket prediction'' (ESP) leveraging advanced Protein Language Models (PLMs), and demonstrates significant improvement in predictive efficacy compared to ML-based cryptic pocket prediction SOTA (ROCAUC 0.93 vs 0.87).  ESP achieves detection of cryptic pockets via training on readily available, non cryptic-pocket-specific data from the PDBBind dataset, rather than costly simulation and post-processing.  Further, while SOTA's predictions often include positive signal broadly distributed over a target structure, ESP produces more spatially-focused predictions which increase downstream utility.",9,https://openreview.net/forum?id=SFCHv2G33F,3.5,0.8660254037844386,3.75,0.82915619758885
S4zpk61r6G,DiffMaSIF: Score-Based Diffusion Models for Protein Surfaces,"['geometric deep learning', 'protein-protein docking', 'diffusion model', 'equivariant network', 'protein surface']","[3, 6, 5]","[4, 4, 5]",0,"[1160, 395, 359]","Predicting protein-protein complexes is one of the central challenges of computational structural biology. Inspired by recent generative machine learning (ML) techniques which have shown promise in the realms of protein docking, we introduce DiffMaSIF, a novel score-based diffusion model for rigid protein-protein docking. While existing methods rely on co-evolution learned on a residue level, this information is not sufficient for transient, weakly evolved, or newly designed interfaces. DiffMaSIF’s efficacy hinges on its surface-based molecular representation which can capture the complementarity inherent in the physical surfaces of interacting protein interfaces. We follow an end-to-end two-tier prediction schema: initially identifying contact sites on the protein surface and constraining each molecular graph to these sites, followed by an equivariant network to position the two proteins. This data reduction step enables the use of more sophisticated networks and more training steps. In addition to developing this model, we introduce new dataset splits accounting for structural leakage at the interface and thus tailored for benchmarking protein-protein interface prediction performance. Our results demonstrate that DiffMaSIF not only outperforms contemporary ML methods in rigid protein docking, but also matches traditional docking tools at considerably fewer numbers of generated decoys. Through DiffMaSIF, we pave the way for surface-centric interface prediction methods, thus advancing accurate prediction of protein interactions across a wide spectrum of difficult and novelty.",3,https://openreview.net/forum?id=S4zpk61r6G,4.666666666666667,1.247219128924647,4.333333333333333,0.4714045207910317
RemfXx7ebP,Hierarchical Data-efficient Representation Learning for Tertiary Structure-based RNA Design,['Bioinformatics'],"[3, 3, 6]","[5, 4, 4]",0,"[367, 969, 824]","While artificial intelligence has made remarkable strides in revealing the relationship between biological macromolecules' primary sequence and tertiary structure, designing RNA sequences based on specified tertiary structures remains challenging. Though existing approaches in protein design have thoroughly explored structure-to-sequence dependencies in proteins, RNA design still confronts difficulties due to structural complexity and data scarcity. Adding to the problem, direct transplantation of protein design methodologies into RNA design fails to achieve satisfactory outcomes although sharing similar structural components. In this study, we aim to systematically construct a data-driven RNA design pipeline. We crafted a large, well-curated benchmark dataset and designed a comprehensive structural modeling approach to represent the complex RNA tertiary structure. More importantly, we proposed a hierarchical data-efficient representation learning framework that learns structural representations through contrastive learning at both cluster-level and sample-level to fully leverage the limited data. By constraining data representations within a limited hyperspherical space, the intrinsic relationships between data points could be explicitly imposed. Moreover, we incorporated extracted secondary structures with base pairs as prior knowledge to facilitate the RNA design process. Extensive experiments demonstrate the effectiveness of our proposed method, providing a reliable baseline for future RNA design tasks. The source code and benchmark dataset will be released publicly.",9,https://openreview.net/forum?id=RemfXx7ebP,4.0,1.4142135623730951,4.333333333333333,0.4714045207910317
RY0yYsTxGM,Phi-Former: A Pairwise Hierarchical Approach for Compound-Protein Interaction Prediction,"['compound-protein interaction', 'graph transformer', 'hierarchy graph', 'biomolecule affinity prediction']","[1, 3, 5, 3]","[4, 4, 5, 4]",1,"[588, 228, 528, 557]","Predicting compound-protein interactions (CPIs) is critical for AI-aided drug design. Recent deep learning (DL) methods have successfully modeled molecular interactions at the atomic level, achieving both efficiency and accuracy improvements compared to traditional energy-based methods. However, these models do not always align with the chemical realities of CPIs, as molecular fragments (i.e., motifs) often participate in the interactions dominantly. In this paper, we aim to fill this gap by considering the role of motifs for CPIs. We propose a pair-wise hierarchical interaction representation learning (Phi-former) method. Phi-former represents the compound or protein hierarchically and employs a pair-wise specific pre-training framework for modeling the interactions in a more systematic way~(i.e., atom-atom, motif-motif, and atom-motif). We propose an intra-level and inter-level Phi-former pipeline for learning the pair-wise biomolecular graph representation, making learning the different interaction levels mutually beneficial. We demonstrate that Phi-former can achieve superior performance on CPI-related tasks. Furthermore, a case study indicates that our method can accurately identify the specific atoms or motifs activated in CPIs, and thus provide good model explanations that may give insights into molecular structural optimization.",4,https://openreview.net/forum?id=RY0yYsTxGM,3.0,1.4142135623730951,4.25,0.4330127018922193
RS827PjAUs,InstructProtein: Aligning Human and Protein Language via Knowledge Instruction,['large language model; insturction tuning; knowledge graph; protein;'],"[6, 5, 3, 6]","[3, 4, 4, 4]",1,"[542, 394, 518, 364]","Large Language Models (LLMs) have revolutionized the field of natural language processing, but they fall short in comprehending biological sequences such as proteins. To address this challenge, we propose InstructProtein, an innovative LLM that possesses bidirectional generation capabilities in both human and protein languages: (i) taking a protein sequence as input to predict its textual function description and (ii) using natural language to prompt protein sequence generation. To achieve this, we first pre-train an LLM on both protein and natural language corpora, enabling it to comprehend individual languages. Then supervised instruction tuning is employed to facilitate the alignment of these two distinct languages. Herein, we introduce a knowledge graph-based instruction generation framework to construct a high-quality instruction dataset, addressing annotation imbalance and instruction deficits in existing protein-text corpus. In particular, the instructions inherit the structural relations between proteins and function annotations in knowledge graphs, which empowers our model to engage in the causal modeling of protein functions, akin to the chain-of-thought processes in natural languages. Extensive experiments on bidirectional protein-text generation tasks show that InstructProtein outperforms state-of-the-art LLMs by large margins. Moreover, InstructProtein serves as a pioneering step towards text-based protein function prediction and sequence design, effectively bridging the gap between protein and human language understanding.",12,https://openreview.net/forum?id=RS827PjAUs,5.0,1.224744871391589,3.75,0.4330127018922193
RBs0IfPj5e,Backdiff: a diffusion model for generalized transferable protein backmapping,"['computational biology', 'protein conformation generation', 'generative model', 'score-based diffusion model']","[3, 6, 6]","[4, 4, 4]",0,"[303, 505, 330]","Coarse-grained (CG) models play a crucial role in the study of protein structures, protein thermodynamic properties and protein conformation dynamics. Due to the information loss in the coarse-graining process, backmapping from CG to all-atom configuations is essential in many protein design and drug discovery applications when detailed atomic representations are needed for in-depth studies. Despite recent progress in data-driven backmapping approaches, devising a backmapping method that can be universally applied across various CG models and proteins remains unresolved. In this work, we propose BackDiff, a new generative model designed to achieve generalization and reliability in the  protein backmapping problem. BackDiff leverages the conditional score-based diffusion model with geometric representations. Since different CG models can contain different coarse-grained sites which include selected atoms (CG atoms) and simple auxiliary functions of atomistic coordinates (auxiliary variables), we design a self-supervised training framework to adapt to different CG atoms, and constrain the diffusion sampling paths with arbitrary auxiliary variables as conditions. Our method facilitates end-to-end training and allows efficient sampling across different proteins and diverse CG models without the need for retraining. Comprehensive experiments over multiple popular CG models demonstrate BackDiff's superior performance to existing state-of-the-art approaches, and generalization and flexibility that these approaches cannot achieve. A pretrained BackDiff model can offer a convenient yet reliable plug-and-play solution for protein researchers, enabling them to investigate further from their own CG models.",7,https://openreview.net/forum?id=RBs0IfPj5e,5.0,1.4142135623730951,4.0,0.0
OVPoEhbsDm,Thermodynamics-inspired Structure Hallucination for Protein-protein Interaction Modeling,"['Protein-protein Interaction', 'Mutation Effect Prediction']","[5, 6, 3]","[4, 4, 4]",0,"[952, 248, 318]","Modeling protein-protein interactions (PPI) represents a central challenge within the field of biology, and accurately predicting the consequences of mutations in this context is crucial for various applications, such as drug design and protein engineering. Recent advances in deep learning (DL) have shown promise in forecasting the effects of such mutations. However, the effectiveness of these models is hindered by two primary constraints. First and foremost, obtaining the structures of mutant proteins is a persistent challenge, as they are often elusive to acquire. Secondly, interactions take place dynamically, but thermodynamics is rarely integrated into the DL architecture design. To address these obstacles, we present a novel framework known as Refine-PPI, which incorporates two key enhancements. On the one hand, we introduce a structure refinement module that is trained by a mask mutation modeling (MMM) task on available wide-type structures and then is transferred to hallucinate the inaccessible mutant protein structures. Additionally, we employ a new kind of geometric networks to capture the dynamic 3D variations and encode the uncertainty associated with PPI. Through comprehensive experiments conducted on the established benchmark dataset SKEMPI, our results substantiate the superiority of the Refine-PPI framework. These findings underscore the effectiveness of our hallucination strategy to address the absence of mutant protein structure and hope to shed light on the prediction of the free energy change.",21,https://openreview.net/forum?id=OVPoEhbsDm,4.666666666666667,1.247219128924647,4.0,0.0
OHpvivXrQr,Protein Multimer Structure Prediction via PPI-guided Prompt Learning,"['docking path prediction', 'protein complex structure', 'prompt learning']","[8, 5, 5, 3]","[3, 3, 3, 4]",0,"[315, 745, 347, 316]","Understanding the 3D structures of protein multimers is crucial, as they play a vital role in regulating various cellular processes. It has been empirically confirmed that the multimer structure prediction (MSP) can be well handled in a step-wise assembly fashion using provided dimer structures and predicted protein-protein interactions (PPIs). However, due to the biological gap in the formation of dimers and larger multimers, directly applying PPI prediction techniques can often cause a poor generalization to the MSP task. To address this challenge, we aim to extend the PPI knowledge to multimers of different scales (i.e., chain numbers). Specifically, we propose PromptMSP, a pre-training and Prompt tuning framework for Multimer Structure Prediction. First, we tailor the source and target tasks for effective PPI knowledge learning and efficient inference, respectively. We design PPI-inspired prompt learning to narrow the gaps of two task formats and generalize the PPI knowledge to multimers of different scales. We utilize the meta-learning approach to learn a reliable initialization of the prompt model, enabling our prompting framework to effectively adapt to limited data for large-scale multimers. Empirically, we achieve both significant accuracy (RMSD and TM-Score) and efficiency improvements compared to advanced MSP models. For instance, when both methods utilize AlphaFold-Multimer to prepare dimers, PromptMSP achieves a 21.43\% improvement in TM-Score with only 0.5\% of the running time compared to the competitive MoLPC baseline.",20,https://openreview.net/forum?id=OHpvivXrQr,5.25,1.7853571071357126,3.25,0.4330127018922193
O0dW800ukz,"Multimodal Distillation of Protein Sequence, Structure, and Function","['protein sequence', 'structure', 'function', 'knowledge distillation', 'representation learning']","[6, 5, 6]","[4, 4, 5]",0,"[623, 323, 1089]","Proteins are the fundamental building blocks of life, carrying out essential biological functions in biology. Learning effective representations of proteins is critical for important applications like drug design and function prediction. Language models (LMs) and graph neural networks (GNNs) have shown promising performance for modeling proteins. However, multiple data modalities exist for proteins, including sequence, structure, and functional annotations. Frameworks integrating these diverse sources without large-scale pre-training remain underdeveloped. In this work, we propose ProteinSSA, a multimodal knowledge distillation framework to incorporate {\bf Protein} {\bf S}equence, {\bf S}tructure, and Gene Ontology (GO) {\bf A}nnotation for unified representations. Our approach trains a teacher and student model connected via distillation. The student GNN encodes protein sequences and structures, while the teacher model leverages GNN and an auxiliary GO encoder to incorporate the functional knowledge, generating hybrid multimodal embeddings passed to the student to learn the function-enriched representations by distribution approximation. Experiments on tasks like protein fold and enzyme commission (EC) prediction show that ProteinSSA significantly outperforms state-of-the-art baselines, demonstrating the benefits of our multimodal framework.",27,https://openreview.net/forum?id=O0dW800ukz,5.666666666666667,0.4714045207910317,4.333333333333333,0.4714045207910317
MamHzZHs0h,SynerGPT: In-Context Learning for Personalized Drug Synergy Prediction and Drug Design,"['in-context learning', 'drug synergy prediction', 'inverse drug design', 'precision medicine']","[5, 3, 5, 3]","[5, 5, 2, 4]",0,"[380, 498, 482, 428]","Predicting synergistic drug combinations can help accelerate discovery of cancer treatments, particularly therapies personalized to a patient's specific tumor via biopsied cells. In this paper, we propose a novel setting and models for in-context drug synergy learning. We are given a small ""personalized dataset"" of 10-20 drug synergy relationships in the context of specific cancer cell targets. Our goal is to predict additional drug synergy relationships in that context. Inspired by recent work that pre-trains a GPT language model (LM) to ""in-context learn"" common function classes, we devise novel pre-training schemes that enable a GPT model to in-context learn ""drug synergy functions"". Our model -- which does not use any textual corpora, molecular fingerprints, protein interaction or any other domain-specific knowledge -- is able to achieve competitive results. We further integrate our in-context approach with a genetic algorithm to optimize model prompts and select synergy candidates to test after conducting a patient biopsy. Finally, we explore a novel task of inverse drug design which can potentially enable the design of drugs that synergize specifically to target a given patient's ""personalized dataset"". Our findings can potentially have an important impact on precision cancer medicine, and also raise intriguing questions on non-textual pre-training for LMs.",4,https://openreview.net/forum?id=MamHzZHs0h,4.0,1.0,4.0,1.224744871391589
MNwXif6AWA,Periodic Set Transformer: Material Property Prediction from Continuous Isometry Invariants,['Material Property Prediction'],"[5, 3, 3, 6]","[4, 4, 5, 3]",0,"[727, 752, 359, 514]","Material or crystal property prediction using machine learning has grown popular in recent years as it provides an accurate and computationally efficient replacement to classical simulation methods. A crucial first step for any of these algorithms is the representation used for a periodic crystal. While similar objects like molecules and proteins have a fixed number of atoms and their representation can be built based upon a finite point cloud interpretation, periodic crystals are unbounded in size, making their representation more challenging. In the present work, we adapt the Pointwise Distance Distribution (PDD), a continuous isometry invariant for periodic point sets, as a representation for our learning algorithm. While the PDD is effective in distinguishing periodic point sets up to isometry, there is no consideration for the composition of the underlying material. We develop a transformer model with a modified self-attention mechanism that can utilize the PDD and incorporate compositional information via a spatial encoding method. This model is tested thoroughly with and without the use of compositional information on a variety of crystal datasets including the commonly used crystals of the Materials Project.",20,https://openreview.net/forum?id=MNwXif6AWA,4.25,1.299038105676658,4.0,0.7071067811865476
MBIGXMT0qC,Multi-Scale Protein Language Model for Unified Molecular Modeling,"['Protein Pre-training', 'Unified Molecular Modeling']","[3, 6, 6, 5]","[5, 3, 3, 4]",0,"[627, 367, 112, 315]","Protein language models have shown great potential in protein engineering. However, the current protein language models mainly work in the residue scale, which cannot offer information in the atom scale. The strong power of protein language models could not be fully exploited to benefit the applications that cross protein and small molecules. In this paper, we propose msESM(multi-scale ESM) to realize the multi-scale unified molecular modeling by pre-training on multi-scale code-switch protein sequence and describing relationships among residues and atoms with a multi-scale position encoding. Experimental results show that msESM outperforms previous methods in protein-molecule tasks and is on par with the state-of-the-art in protein-only and molecule-only tasks.",38,https://openreview.net/forum?id=MBIGXMT0qC,5.0,1.224744871391589,3.75,0.82915619758885
K3tHTPjFBM,Equivariant Protein Multi-task Learning,"['Equivariant neural network', 'Multitask learning', 'Heterogeneous graph']","[5, 5, 3, 3]","[4, 3, 3, 3]",0,"[407, 421, 369, 339]","Understanding and leveraging the 3D structures of proteins is central to various tasks in biology and drug discovery. While deep learning has been applied successfully for modeling protein structures, current methods usually employ distinct models for different tasks. Such a single-task strategy is not only resource-consuming when the number of tasks increases but also incapable of combining multi-source datasets for larger-scale model training, given that protein datasets are usually of small size for most structural tasks. In this paper, we propose to adopt one single model to address multiple tasks jointly, upon the input of 3D protein structures. In particular, we first construct a standard multi-task benchmark called PROMPT, consisting of 6 representative tasks integrated from 4 public datasets. The resulting benchmark contains partially labeled data for training and fully-labeled data for validation/testing. Then, we develop a novel graph neural network for multi-task learning, dubbed Heterogeneous Multichannel Equivariant Network (HeMeNet), which is equivariant to 3D rotations/translations/reflections of proteins and able to capture various relationships between different atoms owing to the heterogeneous multichannel graph construction of proteins. Besides, HeMeNet is able to achieve task-specific learning via the task-aware readout mechanism. Extensive evaluations verify the effectiveness of multi-task learning on our benchmark, and our model generally surpasses state-of-the-art models. Our study is expected to open up a new venue for structure-based protein learning.",10,https://openreview.net/forum?id=K3tHTPjFBM,4.0,1.0,3.25,0.4330127018922193
J4V3lW9hq6,A Multi-Grained Group Symmetric Framework for Learning Protein-Ligand Binding Dynamics,"['protein-ligand binding', 'group symmetric', 'multi-grained', 'molecular simulation', 'Newtonian dynamics']","[3, 5, 6, 6]","[4, 3, 3, 5]",0,"[704, 566, 221, 200]","In drug discovery, molecular dynamics (MD) simulation for protein-ligand binding provides a powerful tool for predicting binding affinities, estimating transport properties, and exploring pocket sites. There has been a long history of improving the efficiency of MD simulations through better numerical methods and, more recently, by augmenting them with machine learning (ML) methods. Yet, challenges remain, such as accurate modeling of extended-timescale simulations. To address this issue, we propose NeuralMD, the first ML surrogate that can facilitate numerical MD and provide accurate simulations of protein-ligand binding dynamics. We propose a principled approach that incorporates a novel physics-informed multi-grained group symmetric framework. Specifically, we propose (1) a BindingNet model that satisfies group symmetry using vector frames and captures the multi-level protein-ligand interactions, and (2) an augmented neural ordinary differential equation solver that learns the trajectory under Newtonian mechanics. For the experiment, we design ten single-trajectory and three multi-trajectory binding simulation tasks. We show the efficiency and effectiveness of NeuralMD, with a 2000$\times$ speedup over standard numerical MD simulation and outperforming all other ML approaches by up to ~80\% under the stability metric. We further qualitatively show that NeuralMD reaches more stable binding predictions.",21,https://openreview.net/forum?id=J4V3lW9hq6,5.0,1.224744871391589,3.75,0.82915619758885
